word	value
health	0.33178120063120153
season	0.2890915201888122
free	0.2606317332272193
sask	0.23185285730726016
vaccines	0.20371215930403344
time	0.1737544888181462
confident	0.17278119903158942
province	0.1656498805964932
deeper	0.15705354412019104
retailers	0.15402195319361153
dive	0.14269790011568187
don	0.13106480837575682
kids	0.13050310205414645
year	0.12600945148126333
immune	0.12413709707589539
drugstores	0.12079125346790064
today	0.11646044401388678
officials	0.10727398695928254
girl	0.10672420110597343
oscar	0.10532830468219687
