word	value
metals	0.28958366993568846
news	0.22463442053255012
tests	0.20686117241626306
heavy	0.2008664319858254
mercury	0.20044450531109215
natural	0.19580100325755334
finds	0.19135885266690714
000	0.18793801063116475
exclusive	0.1862160923739929
25	0.18574008214155258
higher	0.1828630050855011
times	0.17565110566344208
kids	0.16914550915738868
violations	0.16327413015689385
cites	0.15588472126811692
immune	0.15460358755562223
spray	0.15123227279902976
epa	0.14653329903451479
vaccines	0.14235775883834523
system	0.13432143374263217
