word	value
abacus	0.4598333119417286
year	0.2548286831894708
stillbirth	0.22991456981457126
immune	0.1811083124262298
ethnicity	0.17880641145416376
sick	0.16079167481431297
poll	0.16021652200489142
system	0.14802121688682243
standard	0.13877889640545973
survey	0.13847899088848348
universal	0.13617518321381467
coverage	0.13209500819967968
study	0.12712410391456513
pharmacists	0.12199261039865174
double	0.11999338824906217
data	0.11905146254423855
don	0.11725602278877699
risk	0.11725602278877699
national	0.11604142867462595
support	0.11591286327666689
