word	value
vaccines	0.23388273023474682
immune	0.2179813548080218
irregular	0.21730208220365138
year	0.21268089633244683
health	0.2080429951663187
bowl	0.20619517219366684
rate	0.1629612401531144
exaggerate	0.16013401463260374
atrial	0.15912157009487377
fibrillation	0.15147812194976032
made	0.15106306655388746
system	0.1424498215310781
safe	0.14046214960273748
team	0.133866813100297
effective	0.13383657650826872
super	0.12748058650312685
season	0.11197218529652185
vaccinated	0.10932195605873435
guard	0.10866756394760103
parents	0.10468405489260622
