word	value
hse	0.5869594924169883
chiefs	0.380709094862499
mismatch	0.3047451936551458
year	0.27904241995535267
admitted	0.20371990031701673
cdc	0.18105485944835142
admits	0.17598874486989585
anti	0.14476730659072332
fear	0.144428273085827
effective	0.12246349521020436
sick	0.11114756649468238
23	0.09729891332686083
universal	0.08908105341150481
season	0.08876717414620562
don	0.08566577146121071
today	0.07996589625635521
years	0.07837328406676322
news	0.07242194377934057
vaccines	0.06429123944300255
paradox	0.06299890154486616
