word	value
bird	0.5438441641871451
speeding	0.29107793780064234
china	0.20714412471044114
work	0.18307141972188457
health	0.17916589610115102
pigeons	0.17834473565211933
progress	0.17277534079802415
technology	0.1582795576543949
virus	0.14176245158607784
pensioner	0.14069630280772702
immune	0.1371815171782655
h7n9	0.13227868638039203
system	0.10935466138053904
spurs	0.1092853894963387
30	0.10860208325565202
swine	0.10789009002276397
prestigious	0.10625757370680337
authorities	0.09567596889878802
mutates	0.09406657443447981
vaccines	0.09226799553982983
