word	value
heart	0.24415526155796377
vaccines	0.2030181359795695
year	0.19431735872330225
health	0.1914170996378798
season	0.1885168405524574
immune	0.1817495693531384
swine	0.1527469784989142
attack	0.15068380358783784
risk	0.14984671941349179
people	0.1411459421572245
ship	0.13682426632912034
system	0.1363121770148538
sanofi	0.12291814225154164
news	0.12277763461621584
larg	0.11948322153911234
fda	0.11894476047567523
attacks	0.11873372520801079
prevent	0.11311010433147443
shows	0.10309324024904497
30	0.10264340106785098
