word	value
today	0.524136737961621
arm	0.45641913819240587
sick	0.2648394846648976
don	0.20197474600303553
sore	0.1498465071112966
hurts	0.1457713233993774
year	0.14488976291084085
feel	0.1247002057839204
time	0.12018724595554996
free	0.1198705470202257
repeat	0.10902360848537042
yesterday	0.10337870857975459
work	0.09722657314454239
mom	0.09419473866885689
immune	0.08962579869676057
day	0.0894184468494053
lol	0.08875487662461891
heart	0.08864501636243641
tomorrow	0.08814549572879124
hate	0.08013954697958223
