word	value
30	0.2899151045202535
save	0.28440471776143006
immune	0.2681676837546573
vaccines	0.22394854441213402
health	0.20825788206478704
system	0.19542006741695772
readied	0.19207999952263843
year	0.1654651665720226
bird	0.15975947117298733
h7n9	0.13906765613962604
swine	0.13408384187732866
dangerous	0.11084491564035222
promise	0.11007850972332894
sick	0.10412894103239352
shows	0.10289923811990888
don	0.10127609333287589
deadly	0.09952309558157955
work	0.09699682178359945
housemates	0.08851780071194867
propose	0.08705370520821737
