word	value
year	0.4041567504296473
health	0.3063157551615088
season	0.26580531886404707
seniors	0.22076504243954415
free	0.2184246916155538
vaccines	0.18691657449530583
effective	0.17672973963687977
adults	0.15019658837772357
predicts	0.14339003527135752
cdc	0.12010989007493035
time	0.11987298693868789
clinic	0.11282826525150166
people	0.11181828030644404
today	0.11110757089771664
immune	0.11039686148898924
news	0.10731712071783718
work	0.0931029325432892
protect	0.08768654813642718
squalene	0.08697627274597333
boost	0.08291609768486316
