word	value
today	0.3009234014318136
year	0.3005747068762727
sick	0.2664026404332626
arm	0.23623604473612334
children	0.1903872273253421
don	0.17678813965924625
immune	0.1597021064377412
judge	0.1528810977719629
market	0.1308742156350111
free	0.11506920332850348
late	0.11388692902950424
feel	0.11262834143971703
forecast	0.10866020901511532
time	0.10739792310660325
kids	0.10739792310660325
growth	0.10432079376157091
2015	0.10316694579100877
nasal	0.10018554836426594
egg	0.10018554836426594
season	0.09972664288470301
