word	value
free	0.25743429656362904
11	0.22325885919485589
season	0.21756141695034348
reconsider	0.2042940033403566
reasons	0.20056211511023056
immune	0.1940123336888057
health	0.19053349184335122
year	0.1846462210279668
don	0.15628027982656897
sick	0.15360424763775787
vaccines	0.14959019935454118
today	0.14557615107132452
work	0.13674524484824788
uh	0.13390731845546752
system	0.12416789356083564
suppressor	0.11974890265707373
clinic	0.11770821763983007
people	0.10490046180139563
time	0.09901319098601118
8276	0.09875524783498521
