word	value
mooted	0.30044097474815123
finnish	0.25306398831747795
vaccines	0.1835086547113178
virus	0.18160847284885429
pilot	0.17992812827605434
immune	0.1717236952344442
swine	0.1523626903795804
30	0.14299983393895513
save	0.14201610436047848
narcolepsy	0.14081033034024187
news	0.13636881680382332
health	0.13552703398404667
scientists	0.1327855600861726
risk	0.1254256401467264
singapore	0.12431392176882405
universal	0.11831533879473073
system	0.11616602912918284
h1n1	0.1127988978500761
raise	0.11198719172762928
strains	0.10943176657096935
