word	value
today	0.506496194161377
arm	0.3910736126076893
ebola	0.2291637737807857
don	0.21955132611968708
sick	0.20122553571219826
free	0.18809304747230396
year	0.18295943843307258
uber	0.17395239630910353
hurts	0.12278181476223637
sore	0.1221917841789107
time	0.11538681712598017
day	0.11127820216177624
feel	0.10691039289841206
work	0.09306158711815991
yesterday	0.08947710070243911
mom	0.08731058938847058
repeat	0.08297344842478659
tomorrow	0.0778646334718196
season	0.07598935240629735
give	0.07372101352849743
