word	value
sick	0.44912912423743134
today	0.32181959052501663
arm	0.2660009750113834
year	0.2519175388579878
don	0.19079545503319453
time	0.1641178604356328
immune	0.1583771122310942
repeat	0.1438563961843201
lol	0.12798491585412516
system	0.12764722478326995
feel	0.12393262300386264
hurts	0.11249357708088542
mom	0.11020668100740241
season	0.1080611426736677
didn	0.10772345160281248
ve	0.10367115875254995
make	0.09421580876860401
day	0.08749742552708918
good	0.08509814985551331
work	0.08273431235952683
