word	value
stillbirth	0.36999937420865436
study	0.2805364865071719
halved	0.2715022386120527
immune	0.25953013123731117
times	0.23378040542264322
respiratory	0.21992601408677248
year	0.19583344106418518
risk	0.18566907561102677
system	0.17143896397660502
today	0.1633074716140783
pregnancy	0.15653122797863936
time	0.1423011163442176
vaccines	0.13620249707232257
stillbirths	0.13402380956986526
sick	0.12129476107435691
don	0.11384089307537408
seasonal	0.11248564434828631
half	0.10999462875605694
morning	0.10977514689411072
news	0.10638702507639125
