word	value
mercury	0.29497935237319733
times	0.24587142244308385
vaccines	0.23238670091969715
000	0.19193474169417302
25	0.18180545600813394
water	0.1789222168335511
fda	0.17195122137250365
limit	0.16780142392071154
complementary	0.16239405907737167
spray	0.16165667685439478
legally	0.1557973946500813
higher	0.15206172788473518
kids	0.15012989962703838
quebec	0.13912004493954266
panel	0.13666135243117014
save	0.12730752932061196
30	0.1268093055656734
young	0.12271096586281881
wins	0.12181638313942286
epa	0.11836908782645572
