word	value
study	0.3408832962809449
respiratory	0.3091330669402978
times	0.3043317074023354
infections	0.30150693531212686
pregnant	0.24155832650211478
infants	0.20854105175151016
protects	0.17220727913793762
morning	0.16686594922843456
year	0.15653615237143623
manitobans	0.1560028804635901
immune	0.15335775333851365
pregnancy	0.13349275938274763
babies	0.1329177215500966
moms	0.12544370058876006
vaccinated	0.11918996373459612
women	0.11362776542698162
system	0.11203856591052033
protect	0.11049456849912533
vaccines	0.10011956953706073
today	0.0993249697788301
