word	value
vaccines	0.23287418708442004
immune	0.20623825065319554
283	0.19967806093742135
30	0.19930852863217005
year	0.19786695634623927
health	0.1955838760807057
save	0.19531124129513186
work	0.18873463528410514
don	0.18416847475303808
pollution	0.1826773329280041
york	0.17618751484782505
mandate	0.17597346873820455
truth	0.1702945566887461
city	0.16887848204174746
scary	0.1613912586999951
system	0.16133767209770278
prove	0.13779161207542026
pregnant	0.13470173566647825
women	0.13394070891130042
mercury	0.13312886275430666
