word	value
biases	0.3331641155305997
expectant	0.28716926246596297
protects	0.2519178563757328
cognitive	0.24418469915511548
babies	0.23984465016001918
pregnant	0.23927886756877548
health	0.20721056572966123
women	0.20375705630083354
infants	0.19678816446216357
surge	0.19169351403107107
contribute	0.1647448317904506
mom	0.1639367381295316
vaccinated	0.1509676978887532
tied	0.14963484818526077
mandatory	0.14751418845992548
pregnancy	0.12827320735645698
fewer	0.12651573599146548
immune	0.12481969792762927
worker	0.12287180089565337
strikes	0.12074495386492377
