word	value
free	0.34342136624705183
health	0.2818763185325264
today	0.2064836350822328
season	0.20002140507220764
heart	0.172109180493207
clinic	0.15791571724882375
risk	0.15632442119489456
year	0.15386261928631356
people	0.1410920218855495
sick	0.1406304340276906
work	0.14032270878911796
immune	0.13647614330696012
schoolchildren	0.13511670241622495
vaccines	0.13293730306337492
don	0.13032163853550757
glasg	0.11994855042481307
time	0.11708945327688461
muslim	0.1150291416020568
make	0.1055497568304111
system	0.10308795492183008
