word	value
sick	0.3054064892499786
today	0.2628718339090155
year	0.24677763999621863
nurse	0.2402611786930035
arm	0.23791098988418122
pregnant	0.2377725553069156
fired	0.2353364498915951
refusing	0.19048490379996783
don	0.17358737720230905
immune	0.16573187779249154
system	0.13392668506005964
children	0.10748622363189336
swine	0.09848113894259033
mom	0.09796137964060159
feel	0.09713995611652394
risk	0.09541557819729571
asthma	0.09361789546188566
vaccines	0.09330800518490565
time	0.09311640763832472
didn	0.09196682235883924
