word	value
universal	0.3499804842637966
scientists	0.3171907256998845
closer	0.2851048832795014
step	0.2800774909656
animals	0.1986566754012198
lasts	0.17710043976900638
mixes	0.17211836666387165
protects	0.16616087656490044
birth	0.1571065137230339
lifetime	0.1413035423688881
vaccines	0.13831275482910818
control	0.13584328547906446
strains	0.1343420537335357
multiple	0.13313200337791387
clinic	0.12413265742052441
test	0.11610251246609696
woman	0.1159760895730755
sues	0.1099620397078632
infants	0.10711770386728701
protect	0.10454373751191044
