word	value
year	0.3776781439612781
effective	0.30090110936565556
cdc	0.28077020444619155
virus	0.23973931084040864
health	0.23061069968852696
neosine	0.22527853618200364
herpes	0.22023384681688407
match	0.1829216529235876
immune	0.1822406087014814
groprinosin	0.15716686084427364
warts	0.14784349994848703
season	0.14740295935474226
work	0.1447188386988137
cold	0.14253799066587178
mutated	0.140369585462524
viral	0.1366186399794094
50	0.13542302424805297
infections	0.13124098085944
strain	0.11418696623762659
current	0.11235304767468944
