word	value
year	0.5902085677749429
today	0.37131415393505246
arm	0.22730654360390842
work	0.18388704127609853
cdc	0.18251034684943257
season	0.16618668436182166
vaccines	0.14612627985897456
sick	0.1408161727846915
don	0.12527919282660402
match	0.11562070870793353
time	0.11308561361899108
retw	0.10178369252153052
free	0.09872865745518873
2015	0.09294998151029951
flotsam	0.08928675337610048
jetsam	0.08928675337610048
conditionally	0.08438113978065313
effective	0.0800449473790076
sore	0.07762121066763468
clinics	0.07556997950086194
