word	value
immune	0.31788921327572467
tobacco	0.28664961003323564
system	0.2826420829334372
vaccines	0.23209902810298724
relaxes	0.21628115364072784
year	0.21613806341968728
sick	0.21281286244399977
body	0.18896458080585787
smiling	0.18717061964730108
colds	0.1788958124919873
helps	0.1747570124162382
fight	0.17291045073574982
boost	0.17158037034547483
plant	0.1652118541356931
grown	0.15325198244376742
today	0.15096412429621234
don	0.14032348117401236
inside	0.13307387742879723
future	0.12584644350499147
time	0.0997560292706249
