word	value
immune	0.24093562162514487
year	0.23972184015600057
sick	0.21059108489653722
today	0.18146032963707384
wins	0.17874270359235275
boy	0.17498999098153176
system	0.16932251494563078
vaccines	0.16628806127277
damages	0.15324487521648777
ethnic	0.15079944417138655
swine	0.14626066703188895
don	0.12562638205643575
cdc	0.12501949132186357
news	0.12441260058729144
rate	0.12405962585209981
risk	0.11712991177242559
sperm	0.11130486574484832
parents	0.11106100442670405
opioid	0.11094431413063292
health	0.10802655075384329
