word	value
health	0.3638887621082669
free	0.27185279975606774
season	0.21054802346325013
news	0.20203784886219064
year	0.19825554903949755
people	0.17934404992603192
vaccines	0.17162185445470018
immune	0.13253808962020464
h1n1	0.1300165564050759
pregnant	0.12623425658238277
county	0.11387856915679061
obamacare	0.11215886287074822
officials	0.11056556841678622
don	0.10984429068404593
virus	0.10651230015059177
women	0.10574679920946171
shock	0.10431269958378236
healthimpactnews	0.10338126250395227
sick	0.10275247851649633
system	0.10180690356082306
