word	value
vaccines	0.3780844667593895
health	0.2728079351851552
free	0.27230179801412524
season	0.23206389291724241
year	0.23003934423312256
universal	0.15891175772366337
time	0.1460205738421471
scientists	0.12820417169010523
immune	0.12704042992852313
clinic	0.11975958553087675
work	0.11565234358034875
today	0.11388086348174384
sequestration	0.11299505192085733
news	0.11109710904107899
kids	0.10401118864665936
protection	0.10249277713356945
give	0.09692526825223975
sick	0.09692526825223975
dangerous	0.09574002907625401
system	0.09540685673914984
