word	value
dee	0.2659245143597528
immune	0.23960467358766044
sues	0.2100540552609234
dave	0.2049903009321139
swine	0.18176906272167342
sick	0.18176906272167342
system	0.17763794765981722
vaccines	0.17488387095191307
night	0.16895882318401623
drs	0.16529458608033415
severely	0.16069153280733262
types	0.15975125119703326
pros	0.15853404571557964
cons	0.15473999455520918
news	0.15147421893472787
reactions	0.1477777857737293
damaged	0.1473775173408334
year	0.1404579121031113
allergic	0.13810219596284182
time	0.13770383539520714
