word	value
herpes	0.33991459213753455
neosine	0.33860535139512543
immune	0.2709084076914829
health	0.2582068003800462
groprinosin	0.2533234359142997
warts	0.22167094282440747
cold	0.22045726816074118
viral	0.2109963449012558
infections	0.2025867166747361
50	0.201095768162424
deals	0.16127623896881568
vaccines	0.15552807274353658
free	0.12213083953304556
beauty	0.11952810179237007
treatment	0.11228278488695782
tablets	0.11196692537918461
tb	0.10966979174096454
season	0.10312283978026612
italy	0.09610025039435864
paralyzed	0.09293696744832149
