word	value
immune	0.2632389477359901
30	0.25033648207304426
save	0.2435219123750208
genomics	0.22028270802473193
vaccines	0.21623199278313474
swine	0.20212990629727814
system	0.19116161680827853
contraindications	0.16360261200450565
virus	0.16341602014639556
year	0.14258776335699463
h1n1	0.13318637236642358
l4m2n	0.12748479330796889
contribute	0.1260787692931036
dangerous	0.12496519187665542
side	0.12199942480774943
getafluvax	0.12056919742976639
news	0.11751738738213846
giving	0.11751738738213846
effects	0.11724620046459036
genes	0.1170798974641257
