word	value
season	0.26172919929251204
health	0.25631214614811365
scramble	0.21421890211008912
people	0.19624938145934542
vaccines	0.17372584470105737
news	0.1725854124601314
immune	0.17077972807866526
heats	0.16677416414523036
sick	0.16564778299449834
free	0.16431727871341806
don	0.16108605403079443
year	0.15785482934817083
system	0.13685186891111742
refusing	0.1349192711464998
effective	0.1173694847952986
workers	0.11252535540442958
ve	0.10805595482773644
crack	0.10093878891049107
62	0.1008965570084594
shortages	0.09888198349081961
