word	value
immune	0.27055006325885195
vaccines	0.2599280053479963
night	0.251715267851446
today	0.22931148548729482
system	0.22868665855136214
sick	0.18994738852353577
forget	0.18540628571139672
relaxes	0.18215425587000494
giving	0.1811998114204782
smiling	0.16255309783714955
time	0.15808121479096893
body	0.15289782340462554
colds	0.15245777236757474
encourage	0.15205362270289594
doctors	0.15037058665413586
fight	0.1474591568801133
helps	0.14566264230997383
boost	0.1443350222004499
inspection	0.14324299716567
kids	0.1430853683285845
