word	value
sick	0.34748591690928804
immune	0.3079784741599116
year	0.2963058206203231
today	0.19080299055096564
system	0.1840687673550492
patch	0.1799692235111209
don	0.17239611381546072
arm	0.16932897234577882
cold	0.1337865674922065
season	0.13199077463996212
give	0.1144817943305794
vaccines	0.10819651934772405
ve	0.10550283006935747
time	0.10280914079099089
people	0.10101334793874651
didn	0.09921755508650214
feel	0.09876860687344104
prototype	0.09467319826569585
children	0.0920343836775246
muslima	0.09184158228555672
